ticket_key,category,type,confidence,reasoning,components
KHELP-12139,Pricing-Engine-Calculation,Bug-Defect,95,"The user is experiencing a system error during price calculation with a specific error code and message about unsupported parameters, indicating a malfunction in the pricing engine rather than a user guidance issue.","kt-api connection, price calculation system, customer ID management, itinerary building process"
KHELP-12138,Builder-Add-Service,Bug-Defect,95,"The issue involves errors when adding Flight Placeholders to itineraries where Itinerary Service records are missing, causing deletion failures and pricing module errors.","Flight Placeholders, Price Module, Costings, Itinerary Item, Itinerary Service"
KHELP-12137,Tax-Calculation,Bug-Defect,95,"The tax calculation system is not properly updating cost taxes when service tax groups are changed and itineraries are recalculated, which is a clear defect in the Tax-Calculation functionality.","Itinerary recalculation, Service tax group configuration, Tax calculation engine, Cost tax calculation"
KHELP-12136,Builder-Add-Service,Bug-Defect,95,"The user encounters an error message when adding a service to Builder, indicating a defect in the service addition functionality.","Itinerary Builder, Pricing Engine, Service Addition"
KHELP-12238,Builder-Edit-Service,Bug-Defect,90,This is a defect where Itinerary Item supplier and invoice-to fields are incorrectly showing API providers instead of actual hotels for live hotel services.,"Itinerary Items, Live hotels, API connections, Service gateway mapping, Supplier configuration"
KHELP-12237,Costings-Margin-Markup,Bug-Defect,95,"This is a costing system defect where costs are incorrectly captured from Evaluate calls instead of Booking calls, resulting in wrong cost data.","Live rail services, cost capture, Evaluate calls, Booking calls, Amtrak integration"
KHELP-12236,Data-Configuration,Configuration-Setup,85,"This involves coordinating system configuration for a sandbox refresh and API sync management setup, which requires configuration coordination rather than fixing a defect.","fulluat sandbox, KT API Sync, sandbox refresh process"
KHELP-12235,Booking-Quote-Management,Bug-Defect,95,"The ticket describes a system error (UNABLE_TO_LOCK_ROW) preventing itinerary to booking conversion, which is a clear defect in the booking quote management functionality.","Itinerary conversion, database row locking, Salesforce record access"
KHELP-12234,Package-Configuration,Bug-Defect,95,"Image upload functionality for packages was broken (spinning wheel, no upload) and required credential updates to fix, making this a clear defect in package configuration capabilities.","Package editor, Image library, Upload functionality, STGFULL environment, Image upload credentials"
KHELP-12233,Passenger-Data-Entry,Feature-Request,95,"The user is requesting new functionality to add an existing dialog feature to the PGI Overview Save button, which involves passenger data entry processes.","Passengers tab, PGI Overview, Service status dialog, Booked Itinerary, Supplier communication"
KHELP-12232,Builder-Add-Service,Bug-Defect,85,"The user cannot add a service due to a system error where the item_option_id is not found despite the service existing, indicating a defect in the sync process between dev org and the service addition functionality.","KAPI, dev org sync, item_option_id, pricing calculation, service addition"
KHELP-12231,Permissions-Access-Security,Configuration-Setup,90,"The user needs proper permissions configured to deactivate system users, as indicated by ""Insufficient Privileges"" and ""You cannot edit this field"" errors.","User deactivation, system users, security permissions, access control"
KHELP-12230,Passenger-Data-Entry,Bug-Defect,95,"This is a bug where error messages appear when saving passenger names in the Passenger Tab, confirmed by support as an intermittent technical issue being fixed by engineering.","Passenger Tab, passenger names, save functionality, error messaging"
KHELP-12227,Documents-PNR-Import,Feature-Request,85,"The ticket describes a business requirement for PNR import to create separate costings for passengers with different payment conditions, which is not currently supported functionality.","PNR import, costing system, discount application, mixed payment scenarios"
KHELP-12226,Permissions-Access-Security,How-To-Question,95,"User needs guidance on how to access the system after losing their phone authentication device, which is an access/security configuration issue requiring support assistance.","phone authentication, Salesforce Lightning Login, user access permissions, two-factor authentication"
KHELP-12225,Costings-Margin-Markup,Bug-Defect,90,"Users are encountering errors when trying to create flight items under the Costing section, which is a clear functional defect in the costing/margin functionality.","Flight items, Costing, Itinerary creation, Multiple accounts"
KHELP-12224,Data-Configuration,Configuration-Setup,85,"The ticket involves configuring system components (connectors, API authentication, sync) after a sandbox environment refresh, which is a standard setup process rather than a broken functionality.","Sandbox environment, connectors, KT API authentication, sync process, email configuration"
KHELP-12223,Data-Configuration,How-To-Question,90,"The user is seeking guidance and consultation about their Push Topic configuration in Salesforce, wanting to understand if their current setup is appropriate rather than reporting a defect.","Push Topics, KTAPI, Salesforce configuration, SMS Magic integration"
